"","Subject","Group","Block","ColorTMS.Block.","Confidence.RESP.Block.","correctResponseButton","correctRT.Block.","GrayTMS.Block.","leftStimulus.Block.","Number.Block.","NumberResponse.Block.","PracticeList","PracticeList.Cycle","PracticeList.Sample","Reaction.RT.Block.","Response.RESP.Block.","ResponseAccuracy.Block.","responseHand","rightStimulus.Block.","Running.Block.","StimulusColor.Block.","TMS","Trial","Hemisphere","Procedure.Trial.","Running.Trial.","SubTrial","CenterColorList","CenterColorList.Cycle","CenterColorList.Sample","LeftColorList","LeftColorList.Cycle","LeftColorList.Sample","Procedure.SubTrial.","RightColorList","RightColorList.Cycle","RightColorList.Sample","Running.SubTrial.","StimulusColor.SubTrial.","VariOhje","VariOhje2","LogLevel5","CenterTrialList","CenterTrialList.Cycle","CenterTrialList.Sample","ColorTMS.LogLevel5.","Confidence.RESP.LogLevel5.","correctRT.LogLevel5.","GrayTMS.LogLevel5.","leftStimulus.LogLevel5.","LeftTrialList","LeftTrialList.Cycle","LeftTrialList.Sample","Number.LogLevel5.","NumberResponse.LogLevel5.","Procedure.LogLevel5.","Reaction.RT.LogLevel5.","Response.RESP.LogLevel5.","ResponseAccuracy.LogLevel5.","rightStimulus.LogLevel5.","RightTrialList","RightTrialList.Cycle","RightTrialList.Sample","Running.LogLevel5.","virhe","expTrial","virhe.edellinen"
"306","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",2,1,1,"RightColorList","Blue","SINISEN","sini",26,NA,NA,NA,0,4,407,1,0,NA,NA,NA,"1",1,"RightTrialProc",390,1,1,1,2,1,26,"RightTrialList",0,1,0
"307","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",2,1,1,"RightColorList","Blue","SINISEN","sini",27,NA,NA,NA,0,4,403,1,0,NA,NA,NA,"1",1,"RightTrialProc",386,1,1,1,2,1,27,"RightTrialList",0,1,0
"314","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",2,1,1,"RightColorList","Blue","SINISEN","sini",34,NA,NA,NA,0,4,414,1,0,NA,NA,NA,"1",1,"RightTrialProc",397,1,1,1,2,1,34,"RightTrialList",0,1,0
"319","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",2,1,1,"RightColorList","Blue","SINISEN","sini",39,NA,NA,NA,1,4,439,0,1,NA,NA,NA,"2",1,"RightTrialProc",423,1,0,1,3,1,39,"RightTrialList",0,1,0
"322","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",2,1,1,"RightColorList","Blue","SINISEN","sini",42,NA,NA,NA,1,4,492,0,1,NA,NA,NA,"2",1,"RightTrialProc",475,1,0,1,3,1,42,"RightTrialList",0,1,0
"323","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",2,1,1,"RightColorList","Blue","SINISEN","sini",43,NA,NA,NA,0,4,371,1,0,NA,NA,NA,"1",1,"RightTrialProc",355,1,1,1,2,1,43,"RightTrialList",0,1,0
"326","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",2,1,1,"RightColorList","Blue","SINISEN","sini",46,NA,NA,NA,0,4,321,1,0,NA,NA,NA,"1",1,"RightTrialProc",304,1,1,1,2,1,46,"RightTrialList",0,1,0
"327","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",2,1,1,"RightColorList","Blue","SINISEN","sini",47,NA,NA,NA,1,4,432,0,1,NA,NA,NA,"2",1,"RightTrialProc",415,1,0,1,3,1,47,"RightTrialList",0,1,0
"329","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",2,1,1,"RightColorList","Blue","SINISEN","sini",49,NA,NA,NA,1,4,393,0,1,NA,NA,NA,"2",1,"RightTrialProc",377,1,0,1,3,1,49,"RightTrialList",0,1,0
"331","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",2,1,1,"RightColorList","Blue","SINISEN","sini",51,NA,NA,NA,0,4,317,1,0,NA,NA,NA,"1",1,"RightTrialProc",300,1,1,1,2,1,51,"RightTrialList",0,1,0
"333","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",2,1,1,"RightColorList","Blue","SINISEN","sini",53,NA,NA,NA,1,4,390,0,1,NA,NA,NA,"2",1,"RightTrialProc",373,1,0,1,3,1,53,"RightTrialList",0,1,0
"337","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",2,1,1,"RightColorList","Blue","SINISEN","sini",57,NA,NA,NA,0,4,508,1,0,NA,NA,NA,"1",1,"RightTrialProc",491,1,1,1,2,1,57,"RightTrialList",0,1,0
"339","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",2,1,1,"RightColorList","Blue","SINISEN","sini",59,NA,NA,NA,0,4,370,1,0,NA,NA,NA,"1",1,"RightTrialProc",353,1,1,1,2,1,59,"RightTrialList",0,1,0
"345","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",1,1,2,"RightColorList","Red","PUNAISEN","punai",5,NA,NA,NA,1,4,354,0,1,NA,NA,NA,"2",1,"RightTrialProc",338,1,0,1,3,2,65,"RightTrialList",0,1,0
"346","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",1,1,2,"RightColorList","Red","PUNAISEN","punai",6,NA,NA,NA,1,4,357,0,1,NA,NA,NA,"2",1,"RightTrialProc",340,1,0,1,3,2,66,"RightTrialList",0,1,0
"348","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",1,1,2,"RightColorList","Red","PUNAISEN","punai",8,NA,NA,NA,0,4,463,1,0,NA,NA,NA,"1",1,"RightTrialProc",446,1,1,1,2,2,68,"RightTrialList",0,1,0
"351","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",1,1,2,"RightColorList","Red","PUNAISEN","punai",11,NA,NA,NA,1,4,324,0,1,NA,NA,NA,"2",1,"RightTrialProc",307,1,0,1,3,2,71,"RightTrialList",0,1,0
"357","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",1,1,2,"RightColorList","Red","PUNAISEN","punai",17,NA,NA,NA,0,4,376,1,0,NA,NA,NA,"1",1,"RightTrialProc",360,1,1,1,2,2,77,"RightTrialList",0,1,0
"362","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",1,1,2,"RightColorList","Red","PUNAISEN","punai",22,NA,NA,NA,0,4,452,1,0,NA,NA,NA,"1",1,"RightTrialProc",436,1,1,1,2,2,82,"RightTrialList",0,1,0
"368","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",1,1,2,"RightColorList","Red","PUNAISEN","punai",28,NA,NA,NA,1,4,323,0,1,NA,NA,NA,"2",1,"RightTrialProc",307,1,0,1,3,2,88,"RightTrialList",0,1,0
"369","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",1,1,2,"RightColorList","Red","PUNAISEN","punai",29,NA,NA,NA,0,4,300,1,0,NA,NA,NA,"1",1,"RightTrialProc",283,1,1,1,2,2,89,"RightTrialList",0,1,0
"375","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",1,1,2,"RightColorList","Red","PUNAISEN","punai",35,NA,NA,NA,0,4,329,1,0,NA,NA,NA,"1",1,"RightTrialProc",312,1,1,1,2,2,95,"RightTrialList",0,1,0
"376","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",1,1,2,"RightColorList","Red","PUNAISEN","punai",36,NA,NA,NA,1,4,350,0,1,NA,NA,NA,"2",1,"RightTrialProc",333,1,0,1,3,2,96,"RightTrialList",0,1,0
"385","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",1,1,2,"RightColorList","Red","PUNAISEN","punai",45,NA,NA,NA,0,4,441,1,0,NA,NA,NA,"1",1,"RightTrialProc",424,1,1,1,2,2,105,"RightTrialList",0,1,0
"392","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",1,1,2,"RightColorList","Red","PUNAISEN","punai",52,NA,NA,NA,0,4,500,1,0,NA,NA,NA,"1",1,"RightTrialProc",483,1,1,1,2,2,112,"RightTrialList",0,1,0
"395","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",1,1,2,"RightColorList","Red","PUNAISEN","punai",55,NA,NA,NA,0,4,332,1,0,NA,NA,NA,"1",1,"RightTrialProc",315,1,1,1,2,2,115,"RightTrialList",0,1,0
"396","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",1,1,2,"RightColorList","Red","PUNAISEN","punai",56,NA,NA,NA,0,4,458,1,0,NA,NA,NA,"1",1,"RightTrialProc",441,1,1,1,2,2,116,"RightTrialList",0,1,0
"397","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",1,1,2,"RightColorList","Red","PUNAISEN","punai",57,NA,NA,NA,0,4,348,1,0,NA,NA,NA,"1",1,"RightTrialProc",331,1,1,1,2,2,117,"RightTrialList",0,1,0
"398","1",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",1,1,2,"RightColorList","Red","PUNAISEN","punai",58,NA,NA,NA,0,4,354,1,0,NA,NA,NA,"1",1,"RightTrialProc",338,1,1,1,2,2,118,"RightTrialList",0,1,0
"401","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",1,NA,NA,NA,1,4,362,0,1,3,3,121,"2",1,"LeftTrialProc",345,1,0,1,NA,NA,NA,"LeftTrialList",0,1,NA
"402","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",2,NA,NA,NA,0,4,292,1,1,1,3,122,"1",1,"LeftTrialProc",275,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"403","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",3,NA,NA,NA,1,4,296,0,1,3,3,123,"2",1,"LeftTrialProc",279,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"405","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",5,NA,NA,NA,0,4,290,1,1,1,3,125,"1",1,"LeftTrialProc",273,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"406","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",6,NA,NA,NA,0,4,329,1,1,1,3,126,"1",1,"LeftTrialProc",313,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"407","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",7,NA,NA,NA,1,4,264,0,1,3,3,127,"2",1,"LeftTrialProc",248,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"408","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",8,NA,NA,NA,1,4,285,0,1,3,3,128,"2",1,"LeftTrialProc",269,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"409","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",9,NA,NA,NA,0,4,294,1,1,1,3,129,"1",1,"LeftTrialProc",278,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"410","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",10,NA,NA,NA,1,4,279,0,1,3,3,130,"2",1,"LeftTrialProc",262,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"412","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",12,NA,NA,NA,1,4,310,0,1,3,3,132,"2",1,"LeftTrialProc",293,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"413","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",13,NA,NA,NA,1,4,323,0,1,3,3,133,"2",1,"LeftTrialProc",306,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"416","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",16,NA,NA,NA,0,4,306,1,1,1,3,136,"1",1,"LeftTrialProc",290,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"418","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",18,NA,NA,NA,0,4,318,1,1,1,3,138,"1",1,"LeftTrialProc",301,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"420","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",20,NA,NA,NA,1,4,326,0,1,3,3,140,"2",1,"LeftTrialProc",309,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"422","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",22,NA,NA,NA,0,4,307,1,1,1,3,142,"1",1,"LeftTrialProc",290,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"425","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",25,NA,NA,NA,1,4,284,0,1,3,3,145,"2",1,"LeftTrialProc",267,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"426","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",26,NA,NA,NA,1,4,349,0,1,3,3,146,"2",1,"LeftTrialProc",332,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"428","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",28,NA,NA,NA,0,4,328,1,1,1,3,148,"1",1,"LeftTrialProc",311,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"430","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",30,NA,NA,NA,1,4,293,0,1,3,3,150,"2",1,"LeftTrialProc",276,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"431","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",31,NA,NA,NA,0,4,324,1,1,1,3,151,"1",1,"LeftTrialProc",307,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"433","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",33,NA,NA,NA,1,4,283,0,1,3,3,153,"2",1,"LeftTrialProc",266,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"435","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",35,NA,NA,NA,0,4,335,1,1,1,3,155,"1",1,"LeftTrialProc",318,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"436","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",36,NA,NA,NA,1,4,307,0,1,3,3,156,"2",1,"LeftTrialProc",290,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"437","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",37,NA,NA,NA,1,4,289,0,1,3,3,157,"2",1,"LeftTrialProc",272,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"439","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",39,NA,NA,NA,1,4,376,0,1,3,3,159,"2",1,"LeftTrialProc",360,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"440","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",40,NA,NA,NA,0,4,302,1,1,1,3,160,"1",1,"LeftTrialProc",285,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"442","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",42,NA,NA,NA,0,4,289,1,1,1,3,162,"1",1,"LeftTrialProc",272,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"447","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",47,NA,NA,NA,0,4,272,1,1,1,3,167,"1",1,"LeftTrialProc",256,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"450","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",50,NA,NA,NA,0,4,278,1,1,1,3,170,"1",1,"LeftTrialProc",261,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"451","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",51,NA,NA,NA,1,4,371,0,1,3,3,171,"2",1,"LeftTrialProc",354,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"452","1",1,42,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",52,NA,NA,NA,0,4,302,1,1,1,3,172,"1",1,"LeftTrialProc",285,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
