Subject	Group	Block	ColorTMS[Block]	Confidence.RESP[Block]	correctResponseButton	correctRT[Block]	GrayTMS[Block]	leftStimulus[Block]	Number[Block]	NumberResponse[Block]	PracticeList	PracticeList.Cycle	PracticeList.Sample	Reaction.RT[Block]	Response.RESP[Block]	ResponseAccuracy[Block]	responseHand	rightStimulus[Block]	Running[Block]	StimulusColor[Block]	TMS	Trial	Hemisphere	Procedure[Trial]	Running[Trial]	SubTrial	CenterColorList	CenterColorList.Cycle	CenterColorList.Sample	LeftColorList	LeftColorList.Cycle	LeftColorList.Sample	Procedure[SubTrial]	RightColorList	RightColorList.Cycle	RightColorList.Sample	Running[SubTrial]	StimulusColor[SubTrial]	VariOhje	VariOhje2	LogLevel5	CenterTrialList	CenterTrialList.Cycle	CenterTrialList.Sample	ColorTMS[LogLevel5]	Confidence.RESP[LogLevel5]	correctRT[LogLevel5]	GrayTMS[LogLevel5]	leftStimulus[LogLevel5]	LeftTrialList	LeftTrialList.Cycle	LeftTrialList.Sample	Number[LogLevel5]	NumberResponse[LogLevel5]	Procedure[LogLevel5]	Reaction.RT[LogLevel5]	Response.RESP[LogLevel5]	ResponseAccuracy[LogLevel5]	rightStimulus[LogLevel5]	RightTrialList	RightTrialList.Cycle	RightTrialList.Sample	Running[LogLevel5]
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	25				1	4	330	0	1	3	2	85	2	1	LeftTrialProc	313	1	0	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	26				1	4	0	0	0	2	2	86	1	0	LeftTrialProc	0	3	0	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	27				1	3	395	0	1	3	2	87	2	1	LeftTrialProc	378	1	0	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	28				0	4	398	1	1	1	2	88	1	1	LeftTrialProc	381	1	1	0				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	29				1	4	441	0	1	3	2	89	2	2	LeftTrialProc	424	2	1	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	30				1	4	0	0	0	2	2	90	1	0	LeftTrialProc	0	3	0	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	31				1	4	433	0	0	2	2	91	1	1	LeftTrialProc	417	1	1	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	32				1	4	362	0	1	3	2	92	2	1	LeftTrialProc	345	1	0	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	33				1	4	364	0	1	3	2	93	2	2	LeftTrialProc	348	2	1	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	34				0	4	370	1	1	1	2	94	1	1	LeftTrialProc	353	1	1	0				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	35				1	4	398	0	1	3	2	95	2	2	LeftTrialProc	381	2	1	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	36				1	4	349	0	1	3	2	96	2	1	LeftTrialProc	332	1	0	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	37				0	4	0	1	0	4	2	97	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	38				1	3	332	0	1	3	2	98	2	1	LeftTrialProc	316	1	0	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	39				1	2	396	0	0	2	2	99	1	1	LeftTrialProc	379	1	1	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	40				1	4	379	0	1	3	2	100	2	2	LeftTrialProc	363	2	1	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	41				1	3	481	0	1	3	2	101	2	1	LeftTrialProc	464	1	0	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	42				0	4	0	1	0	4	2	102	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	43				1	4	316	0	1	3	2	103	2	2	LeftTrialProc	299	2	1	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	44				0	4	0	1	0	4	2	104	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	45				0	3	315	1	1	1	2	105	1	1	LeftTrialProc	298	1	1	0				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	46				0	4	0	1	0	4	2	106	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	47				0	4	306	1	1	1	2	107	1	1	LeftTrialProc	290	1	1	0				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	48				0	4	317	1	1	1	2	108	1	1	LeftTrialProc	300	1	1	0				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	49				0	4	0	1	0	4	2	109	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	50				1	4	345	0	1	3	2	110	2	1	LeftTrialProc	328	1	0	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	51				0	4	0	1	0	4	2	111	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	52				0	4	304	1	1	1	2	112	1	1	LeftTrialProc	287	1	1	0				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	53				1	4	297	0	1	3	2	113	2	1	LeftTrialProc	280	1	0	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	54				1	2	0	0	0	2	2	114	1	1	LeftTrialProc	0	1	1	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	55				0	4	299	1	1	1	2	115	1	1	LeftTrialProc	282	1	1	0				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	56				1	4	348	0	1	3	2	116	2	2	LeftTrialProc	331	2	1	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	57				0	4	329	1	1	1	2	117	1	1	LeftTrialProc	312	1	1	0				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	58				1	4	289	0	1	3	2	118	2	1	LeftTrialProc	272	1	0	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	59				1	4	308	0	1	3	2	119	2	1	LeftTrialProc	291	1	0	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	1	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	60				1	4	451	0	0	2	2	120	1	1	LeftTrialProc	434	1	1	1				LeftTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	1	1	1	1	0	4	297	0	1				1	2	CenterTrialProc	280	2	0	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	2	3	1	2	0	4	251	0	1				2	2	CenterTrialProc	234	2	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	3	4	1	3	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	4	3	1	4	0	4	288	0	1				2	2	CenterTrialProc	271	2	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	5	3	1	5	0	4	259	0	1				2	2	CenterTrialProc	243	2	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	6	3	1	6	0	4	271	0	1				2	2	CenterTrialProc	254	2	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	7	1	1	7	0	4	286	0	1				1	1	CenterTrialProc	269	1	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	8	4	1	8	0	2	313	0	0				0	1	CenterTrialProc	296	1	0	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	9	4	1	9	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	10	4	1	10	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	11	2	1	11	0	3	0	0	0				1	0	CenterTrialProc	0	3	0	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	12	1	1	12	0	4	319	0	1				1	1	CenterTrialProc	302	1	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	13	1	1	13	0	4	291	0	1				1	1	CenterTrialProc	275	1	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	14	4	1	14	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	15	2	1	15	0	4	255	0	0				1	1	CenterTrialProc	238	1	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	16	3	1	16	0	4	269	0	1				2	2	CenterTrialProc	253	2	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	17	1	1	17	0	4	339	0	1				1	1	CenterTrialProc	323	1	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	18	4	1	18	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	19	3	1	19	0	4	280	0	1				2	2	CenterTrialProc	263	2	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	20	4	1	20	0	4	350	0	0				0	1	CenterTrialProc	333	1	0	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	21	3	1	21	0	4	267	0	1				2	2	CenterTrialProc	250	2	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	22	3	1	22	0	4	264	0	1				2	2	CenterTrialProc	248	2	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	23	2	1	23	0	4	307	0	0				1	1	CenterTrialProc	290	1	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	24	4	1	24	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	25	3	1	25	0	3	309	0	1				2	2	CenterTrialProc	293	2	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	26	2	1	26	0	4	331	0	0				1	1	CenterTrialProc	314	1	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	27	3	1	27	0	3	358	0	1				2	1	CenterTrialProc	341	1	0	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	28	4	1	28	0	4	289	0	0				0	1	CenterTrialProc	272	1	0	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	29	4	1	29	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	30	3	1	30	0	4	240	0	1				2	2	CenterTrialProc	223	2	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	31	3	1	31	0	4	281	0	1				2	2	CenterTrialProc	264	2	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	32	3	1	32	0	4	296	0	1				2	2	CenterTrialProc	279	2	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	33	2	1	33	0	3	0	0	0				1	0	CenterTrialProc	0	3	0	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	34	3	1	34	0	4	279	0	1				2	2	CenterTrialProc	262	2	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	35	1	1	35	0	4	314	0	1				1	1	CenterTrialProc	297	1	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	36	3	1	36	0	4	327	0	1				2	2	CenterTrialProc	310	2	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	37	4	1	37	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	38	4	1	38	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	39	3	1	39	0	2	285	0	1				2	2	CenterTrialProc	268	2	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	40	4	1	40	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	41	4	1	41	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	42	4	1	42	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	43	4	1	43	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	44	3	1	44	0	4	269	0	1				2	2	CenterTrialProc	252	2	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	45	3	1	45	0	4	277	0	1				2	2	CenterTrialProc	260	2	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	46	1	1	46	0	4	277	0	1				1	1	CenterTrialProc	260	1	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	47	1	1	47	0	4	343	0	1				1	1	CenterTrialProc	326	1	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	48	3	1	48	0	3	418	0	1				2	2	CenterTrialProc	402	2	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	49	3	1	49	0	4	286	0	1				2	2	CenterTrialProc	269	2	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	50	1	1	50	0	4	343	0	1				1	1	CenterTrialProc	326	1	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	51	1	1	51	0	3	308	0	1				1	1	CenterTrialProc	291	1	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	52	2	1	52	0	3	301	0	0				1	2	CenterTrialProc	285	2	0	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	53	2	1	53	0	4	288	0	0				1	1	CenterTrialProc	271	1	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	54	4	1	54	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	55	2	1	55	0	4	259	0	0				1	1	CenterTrialProc	242	1	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	56	4	1	56	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	57	4	1	57	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	58	2	1	58	0	4	320	0	0				1	1	CenterTrialProc	303	1	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	59	4	1	59	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	60	2	1	60	0	4	311	0	0				1	1	CenterTrialProc	294	1	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	1	1	2	61	0	4	445	0	1				1	2	CenterTrialProc	428	2	0	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	2	2	2	62	0	4	277	0	0				1	1	CenterTrialProc	261	1	1	1				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	3	4	2	63	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	4	1	2	64	0	4	293	0	1				1	1	CenterTrialProc	276	1	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	5	1	2	65	0	4	306	0	1				1	1	CenterTrialProc	289	1	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	6	4	2	66	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	7	1	2	67	0	4	281	0	1				1	2	CenterTrialProc	264	2	0	0				CenterTrialList
1	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	8	1	2	68	0	4	360	0	1				1	1	CenterTrialProc	344	1	1	0				CenterTrialList
